Global frequency set at 1000000000000 ticks per second
      0: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffed0.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.1.0.0
gem5 compiled Feb 22 2023 20:08:12
gem5 started Mar 15 2023 10:59:34
gem5 executing on rp09, pid 843937
command line: build/RISCV/gem5.opt --debug-flags=Registers configs/tutorial/two_level.py

64
Beginning simulation!
27380000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x2f.
27382000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x3.
27386000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb3.
27388000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x74.
27392000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x74.
27392000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27394000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x74.
27396000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb3.
27396000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffb4.
27398000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb4.
27398000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x4.
27400000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x4.
27404000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb4.
27406000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x75.
27410000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x75.
27410000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27412000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x75.
27414000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb4.
27414000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffb5.
27416000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb5.
27416000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x5.
27418000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5.
27422000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb5.
27424000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x74.
27428000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x74.
27428000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27430000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x74.
27432000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb5.
27432000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffb6.
27434000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb6.
27434000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x6.
27436000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x6.
27440000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb6.
27442000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x6f.
27446000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x6f.
27446000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27448000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x6f.
27450000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb6.
27450000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffb7.
27452000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb7.
27452000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7.
27454000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7.
27458000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb7.
27460000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x72.
27464000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x72.
27464000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27466000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x72.
27468000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb7.
27468000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffb8.
27470000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb8.
27470000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
27472000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
27474000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x10000.
27478000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27478000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2f00.
27480000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x10000.
27480000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xffff.
27482000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2f00.
27482000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xffff.
27482000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2f00.
27486000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27486000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f.
27488000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27488000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2f00.
27488000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f2f.
27490000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f.
27490000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f2f.
27494000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7c000.
27498000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f.
27498000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x2f2f0000.
27502000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7c000.
27504000: system.cpu.[tid:0]: Setting integer register integer[17] (17) to 0x7efefefefefefeff.
27508000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7c000.
27512000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x2f2f0000.
27512000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f.
27512000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f2f2f2f.
27516000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7c000.
27518000: system.cpu.[tid:0]: Setting integer register integer[28] (28) to 0x8101010101010100.
27522000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f2f2f.
27522000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x2f2f2f2f00000000.
27526000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x2f2f2f2f00000000.
27526000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f2f2f.
27526000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x2f2f2f2f2f2f2f2f.
27530000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb8.
27530000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7fffffffffffffc0.
27534000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffc0.
27536000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x2e2f2e2e2f6c6169.
27540000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x2f2f2f2f2f2f2f2f.
27540000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x2e2f2e2e2f6c6169.
27540000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x100010100434e46.
27544000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x2e2f2e2e2f6c6169.
27544000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x7efefefefefefeff.
27544000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xad2e2d2d2e6b6068.
27548000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x100010100434e46.
27548000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x7efefefefefefeff.
27548000: system.cpu.[tid:0]: Setting integer register integer[16] (16) to 0x7ffeffffff424d45.
27552000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x2e2f2e2e2f6c6169.
27552000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0xd1d0d1d1d0939e96.
27556000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x100010100434e46.
27556000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0xfefffefeffbcb1b9.
27558000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xad2e2d2d2e6b6068.
27558000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0xd1d0d1d1d0939e96.
27558000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7cfefcfcfef8fefe.
27560000: system.cpu.[tid:0]: Reading integer reg integer[16] (16) as 0x7ffeffffff424d45.
27560000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0xfefffefeffbcb1b9.
27560000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x8101010100fefcfc.
27562000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7cfefcfcfef8fefe.
27562000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x8101010100fefcfc.
27562000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xfdfffdfdfefefefe.
27566000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xfdfffdfdfefefefe.
27566000: system.cpu.[tid:0]: Reading integer reg integer[28] (28) as 0x8101010101010100.
27566000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x8101010100000000.
27568000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x8101010100000000.
27570000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffc0.
27572000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x69.
27574000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x69.
27574000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27576000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x69.
27580000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffc0.
27582000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x61.
27586000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x61.
27586000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27588000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x61.
27590000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffc0.
27592000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x6c.
27594000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x6c.
27594000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27596000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x6c.
27600000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffc0.
27602000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x2f.
27606000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x2f.
27606000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27608000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffb8.
27608000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffbb.
27610000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x39cd8.
27612000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbb.
27616000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbb.
27616000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7fffffffffffffbc.
27618000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbb.
27618000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x7fffffffffffffbb.
27620000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffbc.
27620000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffbc.
27622000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x2f.
27622000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f.
27624000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x39cd8.
27626000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbc.
27626000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x4.
27628000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27628000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x2f.
27630000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x4.
27634000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbc.
27636000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2e.
27640000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27640000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27642000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27644000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbc.
27644000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffbd.
27646000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbd.
27646000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x5.
27648000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5.
27652000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbd.
27654000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2e.
27658000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27658000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27660000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27662000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbd.
27662000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffbe.
27664000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbe.
27664000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x6.
27666000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x6.
27670000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbe.
27672000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2f.
27676000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2f.
27676000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27678000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x39cd8.
27680000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbe.
27684000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbe.
27684000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7fffffffffffffbf.
27686000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbe.
27686000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x7fffffffffffffbe.
27688000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffffbf.
27688000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffbf.
27690000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x2f.
27690000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f.
27692000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x39cd8.
27694000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbf.
27694000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7.
27696000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27696000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x2f.
27698000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7.
27702000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbf.
27704000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2e.
27708000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27708000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x2f.
27710000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2e.
27712000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffbf.
27712000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffffc0.
27714000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffffc0.
27714000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
27716000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
27718000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x10000.
27722000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27722000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2f00.
27724000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x10000.
27724000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xffff.
27726000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2f00.
27726000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xffff.
27726000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x2f00.
27730000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27730000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f.
27732000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f.
27732000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x2f00.
27732000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f2f.
27734000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f.
27734000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2f2f.
27738000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7c000.
27742000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2f2f.
27742000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x2f2f0000.
27746000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7c000.
